"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 03 12:41:28 GMT 2024","Sun Mar 03 12:41:31 GMT 2024","3263","RestAssured Automation Tests","Test","com.trello.tests.TrelloAPIs","com.trello.tests.TrelloAPIs","createBoard","Create a new board",""
"passed","Sun Mar 03 12:41:31 GMT 2024","Sun Mar 03 12:41:32 GMT 2024","223","RestAssured Automation Tests","Test","com.trello.tests.TrelloAPIs","com.trello.tests.TrelloAPIs","getCreatedBoard","Get a created board",""
